-0.937659539	-0.343317613	0.054107363
-0.684591713	-0.727059393	0.05214236
0.782013916	0.516109982	0.349406269
0.956957309	-0.21444806	0.195562695
-0.68983867	-0.537210189	0.485312116
0.441768662	0.825261619	0.351829103
-0.942638069	0.084903265	0.32283886
-0.721611072	-0.088684315	0.686594909
-0.296459378	-0.750308453	0.590888376
-0.286214821	-0.956258746	0.060417609
0.502303287	0.488948319	0.713176664
0.798416183	0.074804921	0.597441069
0.101721293	0.751235511	0.652148754
-0.040494816	0.963984809	0.262856365
0.445949611	0.068291124	0.892449033
0.106953843	0.377546608	0.919793156
0.643490095	-0.349873293	0.680815091
-0.37760831	0.107909248	0.919656219
-0.358722649	-0.368670812	0.857554602
0.139500544	-0.316185897	0.938384825
0.303465385	-0.662669519	0.684673557
0.092349216	-0.942628059	0.320817685
0.690717345	-0.655058355	0.306281089
0.852753196	-0.500706559	-0.148677291
0.416195934	-0.909267413	-0.003704923
-0.525715283	0.741257361	0.417326009
-0.708484186	0.363489111	0.604918042
-0.32112422	0.541264879	0.777117476
